Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,Elevation_m,Open Date,Latitude,Longitude,Registration_Count
"Carmel, IN",1426 W Carmel Dr,Carmel,INDIANA,46032,USA,10,150.0,262,2018-06-21 00:00:00,39.97193,-86.152619,26101
"Daly City, CA",1 Serramonte Center,Daly City,CALIFORNIA,94015,USA,40,72.0,89,2018-10-05 00:00:00,37.673998,-122.472257,1256646
"Issaquah, WA",6100 E Lake Sammamish Pkwy SE,Issaquah,WASHINGTON,98029,USA,8,72.0,23,2018-10-20 00:00:00,47.548026,-122.040026,152101
"Buford, GA",1705 Mall of Georgia Blvd,Buford,GEORGIA,30519,USA,10,150.0,327,2018-11-06 00:00:00,34.061572,-83.994606,92368
"Pembroke Pines, FL",14916 Pines Blvd,Pembroke Pines,FLORIDA,33027,USA,16,150.0,1,2018-10-12 00:00:00,26.006948,-80.348953,254878
"Aventura, FL",19501 Biscayne Blvd,Aventura,FLORIDA,33180,USA,35,72.0,6,2018-05-17 00:00:00,25.956403,-80.143001,254878
"Fort Myers - Gulf Coast Main St, FL",9903 Gulf Coast Main St,Fort Myers,FLORIDA,33913,USA,12,250.0,6,2022-05-23 00:00:00,26.488531,-81.787028,254878
"Piedmont, SC",2401 River Rd,Piedmont,SOUTH CAROLINA,29673,USA,8,250.0,280,2022-03-10 00:00:00,34.757187,-82.474101,20873
"Hialeah, FL",18600 NW 87th Ave,Miami Gardens,FLORIDA,33015,USA,12,250.0,2,2022-06-17 00:00:00,25.942859,-80.344869,254878
"Downey - Stonewood St, CA",251 Stonewood St,Downey,CALIFORNIA,90241,USA,12,72.0,35,2018-06-30 00:00:00,33.934643,-118.12117,1256646
"Kennebunk - Northbound, ME",Maine Turnpike,Kennebunk,MAINE,4043,USA,8,150.0,29,2018-06-14 00:00:00,43.409493,-70.558551,7377
"Kennebunk - Southbound, ME",I-95 Service Plaza,Kennebunk,MAINE,4043,USA,8,150.0,33,2018-06-29 00:00:00,43.410693,-70.560923,7377
"East Palo Alto, CA",1775 E Bayshore Rd,East Palo Alto,CALIFORNIA,94303,USA,20,72.0,6,2018-07-02 00:00:00,37.459659,-122.137651,1256646
"Oxford, AL",550 Oxford Exchange Blvd,Oxford,ALABAMA,36203,USA,12,150.0,190,2017-10-15 00:00:00,33.610651,-85.782355,13047
"Islandia, NY",1750 Veterans Hwy,Islandia,NEW YORK,11749,USA,10,150.0,22,2018-08-11 00:00:00,40.805079,-73.180528,131250
"North Brunswick, NJ",301 Grand Ave,North Brunswick,NEW JERSEY,8902,USA,10,150.0,35,2018-07-19 00:00:00,40.439373,-74.504769,134753
"King of Prussia - South Henderson Rd, PA",310 S Henderson Rd,King of Prussia,PENNSYLVANIA,19406,USA,16,250.0,48,2021-05-21 00:00:00,40.092333,-75.359222,70154
"Federal Way, WA",1414 S 324th St,Federal Way,WASHINGTON,98003,USA,12,250.0,134,2021-03-23 00:00:00,47.314917,-122.315972,152101
"Brentwood, CA",2455 Sand Creek Rd,Brentwood,CALIFORNIA,94513,USA,16,250.0,41,2021-03-31 00:00:00,37.9466789,-121.7409128,1256646
"Fort Myers, FL",9357 6 Mile Cypress Pkwy,Fort Myers,FLORIDA,33966,USA,14,150.0,7,2018-07-02 00:00:00,26.608585,-81.809444,254878
"Bellevue, WA",10333 NE 1st St,Bellevue,WASHINGTON,98004,USA,8,72.0,28,2021-03-30 00:00:00,47.610717,-122.202226,152101
"Hannibal, MO",4215 McMasters Ave,Hannibal,MISSOURI,63401,USA,8,250.0,180,2021-05-14 00:00:00,39.718198,-91.392441,26861
"Augusta, GA",1069 Stevens Creek Rd,Augusta,GEORGIA,30907,USA,8,150.0,89,2016-06-12 00:00:00,33.515004,-82.044443,92368
"Fairmont, WV",1000 Fairmont Ave,Fairmont,WEST VIRGINIA,26554,USA,8,250.0,322,2022-04-08 00:00:00,39.471945,-80.153302,2758
"Hartford, CT",42 Asylum St,Hartford,CONNECTICUT,6103,USA,6,72.0,19,2018-05-09 00:00:00,41.766116,-72.673977,31557
"Steele, AL",905 Steele Station Rd,Steele,ALABAMA,35987,USA,8,150.0,171,2017-08-09 00:00:00,33.933824,-86.191611,13047
"Doylestown, PA",425 S Main St,Doylestown,PENNSYLVANIA,18901,USA,8,250.0,90,2021-03-26 00:00:00,40.300112,-75.127537,70154
"St. Augustine, FL","2700 State Road 16, Suite 200",St. Augustine,FLORIDA,32092,USA,6,120.0,14,2014-01-03 00:00:00,29.924286,-81.416018,254878
"Augusta, ME",13 Stephen King Dr,Augusta,MAINE,4330,USA,8,150.0,96,2015-12-04 00:00:00,44.34787,-69.786088,7377
"Cabazon - Morongo Trail, CA",49020 Seminole Dr,Cabazon,CALIFORNIA,92230,USA,12,250.0,608,2022-02-09 00:00:00,33.923726,-116.803246,1256646
"Waterloo, IA",1422 Flammang Dr,Waterloo,IOWA,50702,USA,8,250.0,265,2021-05-18 00:00:00,42.459333,-92.328806,9031
"Marion, IL",2603 The Hill Ave,Marion,ILLINOIS,62959,USA,8,250.0,141,2022-03-18 00:00:00,37.744427,-88.962303,99573
"St. Louis, MO",4565 McRee Ave,St. Louis,MISSOURI,63110,USA,12,250.0,148,2022-07-16 00:00:00,38.620823,-90.260954,26861
"Tracy - West Grant Line Rd, CA",2850 W Grant Line Rd,Tracy,CALIFORNIA,95304,USA,12,250.0,7,2022-04-21 00:00:00,37.753054,-121.467549,1256646
"Shelbyville, IN",1930 N Morristown Rd,Shelbyville,INDIANA,46176,USA,8,250.0,244,2022-06-17 00:00:00,39.5539,-85.7745,26101
"Langhorne, PA",607 E Lincoln Hwy,Langhorne,PENNSYLVANIA,19047,USA,8,250.0,33,2022-07-21 00:00:00,40.163345,-74.904428,70154
"Rochester, MN","Hy-Vee, 500 Crossroads Dr SW",Rochester,MINNESOTA,55902,USA,8,150.0,306,2017-10-21 00:00:00,44.006329,-92.470902,37050
"Wilmington, NC",1022 International Dr,Wilmington,NORTH CAROLINA,28405,USA,10,150.0,7,2017-05-16 00:00:00,34.240825,-77.829189,70164
"Sidney, NE",645 Cabela Dr,Sidney,NEBRASKA,69162,USA,8,150.0,1291,2017-05-10 00:00:00,41.115424,-102.949694,6920
"Jersey City - Mall Drive West, NJ",30 Mall Dr W,Jersey City,NEW JERSEY,7310,USA,20,72.0,3,2018-02-23 00:00:00,40.727327,-74.039344,134753
"West Nyack, NY",1920 Palisades Center Dr,West Nyack,NEW YORK,10994,USA,20,150.0,19,2019-07-16 00:00:00,41.094692,-73.955497,131250
"Seaside, OR",1111 North Roosevelt Dr,Seaside,OREGON,97138,USA,8,150.0,5,2016-07-01 00:00:00,46.00101,-123.91683,64361
"Chantilly, VA",25451 Lizzie Center Dr,South Riding,VIRGINIA,20152,USA,8,250.0,95,2020-07-15 00:00:00,38.9137222,-77.4869722,84936
"Italy, TX",1021 Dale Evans Dr,Italy,TEXAS,76651,USA,10,150.0,182,2017-09-25 00:00:00,32.194947,-96.89875,230125
"Pedricktown - John Fenwick, NJ","John Fenwick Travel Plaza, New Jersey Tpke Mile Marker 5.4",Pedricktown,NEW JERSEY,8067,USA,8,250.0,14,2021-03-30 00:00:00,39.696093,-75.395823,134753
"West Hollywood, CA",8775 Sunset Blvd,West Hollywood,CALIFORNIA,90069,USA,8,250.0,109,2022-09-02 00:00:00,34.091635,-118.382241,1256646
"Bay Shore, NY",838 Sunrise Hwy,Bay Shore,NEW YORK,11706,USA,12,250.0,11,2022-11-26 00:00:00,40.727358,-73.276843,131250
"Cambridge, MA",100 Cambridgeside Place,Cambridge,MASSACHUSETTS,2141,USA,8,72.0,1,2017-12-29 00:00:00,42.368483,-71.076189,73768
"Ann Arbor, MI",3145 Saline Rd,Ann Arbor,MICHIGAN,48108,USA,8,150.0,282,2015-08-20 00:00:00,42.240687,-83.766265,50284
"Arroyo Grande - W Branch Rd, CA",1160 W Branch St,Arroyo Grande,CALIFORNIA,93420,USA,8,250.0,56,2021-06-23 00:00:00,35.126833,-120.595972,1256646
"Santa Maria, CA",371 Town Center E,Santa Maria,CALIFORNIA,93454,USA,20,250.0,67,2022-05-18 00:00:00,34.952928,-120.434555,1256646
"Indianapolis, IN",5120 Victory Dr,Indianapolis,INDIANA,46203,USA,8,150.0,253,2014-10-30 00:00:00,39.702444,-86.079687,26101
"Columbus, GA",1591 Bradley Park Dr,Columbus,GEORGIA,31904,USA,12,250.0,129,2021-04-20 00:00:00,32.533485,-84.971362,92368
"D'Iberville, MS",3586 Sangani Blvd,D'Iberville,MISSISSIPPI,39540,USA,12,250.0,3,2021-04-06 00:00:00,30.459066,-88.893288,3590
"Sherman Oaks - Ventura Blvd, CA",15301 Ventura Blvd,Sherman Oaks,CALIFORNIA,91403,USA,40,250.0,212,2022-12-13 00:00:00,34.156902,-118.467539,1256646
"Union, NJ",1750 Route 22 East,Union,NEW JERSEY,7083,USA,12,250.0,19,2023-03-21 00:00:00,40.695914,-74.254049,134753
"Pedricktown - Clara Barton, NJ",Clara Barton Service Area,Pedricktown,NEW JERSEY,8067,USA,8,250.0,13,2021-04-06 00:00:00,39.697702,-75.39773,134753
"Oakhurst, CA",Comfort Inn 40489 CA-41,Oakhurst,CALIFORNIA,93644,USA,8,250.0,723,2022-02-03 00:00:00,37.333611,-119.645191,1256646
"Moab, UT",16 South Main St,Moab,UTAH,84511,USA,4,120.0,1224,2014-01-22 00:00:00,38.573122,-109.552368,39998
"Venice, FL",370 Commercial Ct,Venice,FLORIDA,34292,USA,8,250.0,4,2022-02-14 00:00:00,27.107859,-82.385275,254878
"Walcott, IA",755 W Iowa 80 Rd,Walcott,IOWA,52773,USA,8,250.0,234,2022-03-18 00:00:00,41.619789,-90.782433,9031
"Hamilton - Woodrow Wilson, NJ",Woodrow Wilson Service Area,Hamilton Township,NEW JERSEY,8620,USA,8,250.0,29,2022-07-16 00:00:00,40.175932,-74.630183,134753
"Chipley, FL",1698 Main St,Chipley,FLORIDA,32428,USA,8,250.0,43,2023-04-19 00:00:00,30.751833,-85.551682,254878
"Cottondale, AL",6400 Interstate Dr,Cottondale,ALABAMA,35453,USA,8,250.0,91,2022-02-18 00:00:00,33.175259,-87.449694,13047
"Lexington - E Nelson St, VA",600 E Nelson Street,Lexington,VIRGINIA,24450,USA,8,250.0,316,2023-03-27 00:00:00,37.778564,-79.434062,84936
"Kearney, NE",815 2nd Ave E,Kearney,NEBRASKA,68847,USA,8,250.0,654,2022-07-26 00:00:00,40.6822,-99.0834,6920
"Ruston, LA",1401 Eagle Dr,Ruston,LOUISIANA,71270,USA,8,250.0,87,2022-08-12 00:00:00,32.542727,-92.62574,8150
"Chattanooga - Hamilton Place Blvd, TN",2100 Hamilton Pl Blvd 1,Chattanooga,TENNESSEE,37421,USA,12,250.0,225,2022-09-02 00:00:00,35.036667,-85.16009,33221
"Pasadena - 3363 E Foothill Blvd, CA",3363 East Foothill Blvd,Pasadena,CALIFORNIA,91107,USA,20,250.0,224,2022-10-05 00:00:00,34.153571,-118.081718,1256646
"Aiea, HI",98-1005 Moanalua Rd,Aiea,HAWAII,96701,USA,6,250.0,19,2021-12-23 00:00:00,21.385583,-157.941632,25565
"Covington, LA",69320 LA-21,Covington,LOUISIANA,70433,USA,12,250.0,6,2022-10-27 00:00:00,30.443505,-90.141137,8150
"Morgantown, WV",21 Asturias Lane,Morgantown,WEST VIRGINIA,26508,USA,8,150.0,401,2017-09-10 00:00:00,39.579175,-79.953493,2758
"Red Hook, NY",35 Hannaford Dr,Red Hook,NEW YORK,12571,USA,8,250.0,71,2022-04-07 00:00:00,41.979518,-73.88216,131250
"Pacific Palisades, CA",1038 N Swarthmore Ave,Pacific Palisades,CALIFORNIA,90272,USA,8,250.0,100,2022-04-02 00:00:00,34.047878,-118.524987,1256646
"Fort Mill, SC",3725 Avenue of the Carolinas,Fort Mill,SOUTH CAROLINA,29708,USA,12,250.0,191,2022-05-20 00:00:00,35.0964,-80.9359,20873
"Westminster, CO",7450 Federal Blvd,Westminster,COLORADO,80030,USA,8,250.0,1629,2022-07-26 00:00:00,39.832103,-105.023901,90083
"San Gabriel, CA",140 W Valley Blvd,San Gabriel,CALIFORNIA,91776,USA,20,250.0,102,2021-08-05 00:00:00,34.077694,-118.100109,1256646
"Lodi, NJ",150 Essex St,Lodi,NEW JERSEY,7644,USA,8,250.0,13,2021-09-04 00:00:00,40.89146,-74.07267,134753
"San Marcos, CA",573 Grand Ave,San Marcos,CALIFORNIA,92078,USA,20,250.0,170,2021-08-18 00:00:00,33.13658,-117.176119,1256646
"Speedway, IN",6311 Crawfordsville Rd,Indianapolis,INDIANA,46224,USA,8,250.0,226,2021-05-28 00:00:00,39.80066,-86.270482,26101
"Middletown, DE",5018 Summit Bridge Rd,Middletown,DELAWARE,19709,USA,8,250.0,20,2021-04-22 00:00:00,39.47951,-75.722099,8435
"Dwight, IL",100 Watters Dr,Dwight,ILLINOIS,60420,USA,8,250.0,193,2021-10-03 00:00:00,41.093395,-88.442109,99573
"Cranford, NJ",370 N Ave E,Cranford,NEW JERSEY,7016,USA,12,250.0,24,2022-06-22 00:00:00,40.658207,-74.287872,134753
"Charlton - Eastbound, MA",6 Massachusetts Turnpike,Charlton,MASSACHUSETTS,1507,USA,8,250.0,234,2021-06-15 00:00:00,42.139201,-72.025772,73768
"Diamond Bar, CA",2785 S Diamond Bar Blvd,Diamond Bar,CALIFORNIA,91765,USA,24,250.0,219,2021-12-04 00:00:00,33.97577,-117.838484,1256646
"Columbia - W Broadway, MO",3100 W Broadway,Columbia,MISSOURI,65203,USA,12,250.0,223,2021-12-23 00:00:00,38.954387,-92.383074,26861
"Auburn, CA",13431 Bowman Rd,Auburn,CALIFORNIA,95603,USA,12,250.0,482,2022-02-03 00:00:00,38.926253,-121.058008,1256646
"Doral, FL",3300 NW 87th Ave,Doral,FLORIDA,33172,USA,8,250.0,1,2021-12-27 00:00:00,25.80622,-80.337826,254878
"Tampa - N Dale Mabry Hwy, FL",401 N Dale Mabry Hwy,Tampa,FLORIDA,33609,USA,8,250.0,7,2022-03-31 00:00:00,27.949242,-82.504944,254878
"San Bruno - El Camino Real, CA",1150 El Camino Real,San Bruno,CALIFORNIA,94066,USA,28,250.0,18,2022-01-29 00:00:00,37.636105,-122.420515,1256646
"Malta, NY",2951 State Hwy 9,Ballston Spa,NEW YORK,12020,USA,8,250.0,79,2021-11-21 00:00:00,43.0262,-73.792,131250
"Alturas, CA",1200 W 12th St,Alturas,CALIFORNIA,96101,USA,8,250.0,1335,2021-05-22 00:00:00,41.495424,-120.55978,1256646
"Rolling Prairie - S Knute Rockne Plaza, IN",3 S Knute Rockne Plaza,Rolling Prairie,INDIANA,46371,USA,8,250.0,256,2021-05-26 00:00:00,41.705116,-86.621519,26101
"Rolling Prairie - Wilbur Shaw Travel Plaza, IN",7 N Wilbur Shaw Plaza,Rolling Prairie,INDIANA,46371,USA,8,250.0,256,2021-05-26 00:00:00,41.707691,-86.623162,26101
"Liberty, MO",109 Blue Jay Dr,Liberty,MISSOURI,64068,USA,8,250.0,263,2021-10-19 00:00:00,39.245809,-94.448108,26861
"West Palm Beach - Palm Beach Outlets, FL",1801 Palm Beach Lakes Blvd,West Palm Beach,FLORIDA,33401,USA,8,250.0,5,2021-07-21 00:00:00,26.72622,-80.0875,254878
"Benton Harbor, MI",1920 Pipestone Rd,Benton Harbor,MICHIGAN,49022,USA,12,250.0,195,2021-07-31 00:00:00,42.082115,-86.423841,50284
"New Paltz, NY",271 Main St,New Paltz,NEW YORK,12561,USA,8,250.0,113,2021-09-25 00:00:00,41.743731,-74.070122,131250
"Sonoma, CA",276 E Napa St,Sonoma,CALIFORNIA,95476,USA,8,250.0,29,2021-10-16 00:00:00,38.29179,-122.452126,1256646
"Houston - Hempstead Rd (SC), TX",19820 Hempstead Road,Houston,TEXAS,77065,USA,16,250.0,39,2022-06-29 00:00:00,29.912978,-95.615944,230125
"Topeka - Topeka Service Area, KS",8000 I-70,Topeka,KANSAS,66608,USA,8,250.0,344,2022-09-02 00:00:00,39.0195,-95.508,11271
"Lawrence - Lawrence Service Plaza, KS",209 Kansas Turnpike,Lawrence,KANSAS,66044,USA,12,250.0,281,2022-07-14 00:00:00,39.0205,-95.1348,11271
"Howe - Gene Stratton Travel Plaza, IN",Gene Stratton Porter Travel Plaza Eastbound,Howe,INDIANA,46746,USA,8,250.0,280,2021-05-28 00:00:00,41.744917,-85.330167,26101
"Howe - Ernie Pyle Travel Plaza, IN",Ernie Pyle Travel Plaza Westbound,Howe,INDIANA,46746,USA,8,250.0,279,2021-05-28 00:00:00,41.747139,-85.32775,26101
"Durham, NC",Sayward Drive,Durham,NORTH CAROLINA,27707,USA,12,250.0,101,2021-06-15 00:00:00,35.953056,-78.991056,70164
"Commerce, CA",100 Citadel Dr,Commerce,CALIFORNIA,90040,USA,20,250.0,48,2021-07-13 00:00:00,34.006382,-118.148878,1256646
"Jacksonville, NC",1105 Gum Branch Rd,Jacksonville,NORTH CAROLINA,28540,USA,8,250.0,10,2022-07-27 00:00:00,34.776774,-77.414566,70164
"Orland Park, IL",14225 95th Ave,Orland Park,ILLINOIS,60492,USA,12,250.0,215,2022-12-22 00:00:00,41.632333,-87.850228,99573
"Crossville - Genesis Rd, TN",2045 Genesis Rd,Crossville,TENNESSEE,38555,USA,16,250.0,546,2023-02-04 00:00:00,35.979515,-85.015308,33221
"Madisonville, TX",205 IH 45,Madisonville,TEXAS,77864,USA,24,250.0,95,2022-06-28 00:00:00,30.966229,-95.880841,230125
"Chevy Chase, MD",8525 Chevy Chase Lake Terrace,Chevy Chase,MARYLAND,20815,USA,12,250.0,79,2022-07-05 00:00:00,38.996112,-77.075633,72139
"El Dorado - Towanda Service Plaza, KS",Mile 65 Kansas Turnpike,Towanda,KANSAS,67144,USA,8,250.0,412,2022-09-02 00:00:00,37.765506,-96.982618,11271
"North Branch, MN",5842 Main St,North Branch,MINNESOTA,55056,USA,8,250.0,272,2022-10-05 00:00:00,45.510887,-92.990596,37050
"Salt Lake City - S State St, UT",2312 S State St,South Salt Lake City,UTAH,84115,USA,10,150.0,1297,2015-03-06 00:00:00,40.720353,-111.888706,39998
"Benson, NC",100 Water Pl Landing,Benson,NORTH CAROLINA,27504,USA,8,250.0,73,2022-05-07 00:00:00,35.374508,-78.541871,70164
"Salt Lake City (SC), UT",1038 S 300 W,Salt Lake City,UTAH,84101,USA,4,72.0,1290,2020-11-25 00:00:00,40.746393,-111.900534,39998
"Syosset - Jericho Tpke, NY",267 Jericho Tpke,Syosset,NEW YORK,11791,USA,8,250.0,65,2022-09-11 00:00:00,40.8109,-73.5054,131250
"San Diego - Truxtun Rd, CA",Truxtun Rd,San Diego,CALIFORNIA,92106,USA,12,250.0,6,2022-05-06 00:00:00,32.737743,-117.217061,1256646
"Amarillo - E Interstate 40, TX",8507 I-40,Amarillo,TEXAS,79118,USA,12,250.0,1090,2022-06-24 00:00:00,35.194253,-101.743828,230125
"Harrisburg, OR","32900 Diamond Hill Rd,",Harrisburg,OREGON,97446,USA,8,250.0,99,2022-05-27 00:00:00,44.27972,-123.063083,64361
"Robertsdale, AL",20403 Co Rd 68,Robertsdale,ALABAMA,36567,USA,16,250.0,53,2022-04-23 00:00:00,30.633696,-87.677561,13047
"Mill Hall, PA",5477 Nittany Valley Dr,Mill Hall,PENNSYLVANIA,17751,USA,12,250.0,262,2022-07-16 00:00:00,41.0251,-77.5243,70154
"Soledad - H Dela Rosa St, CA",3070 H Dela Rosa Sr St,Soledad,CALIFORNIA,93960,USA,7,250.0,61,2022-06-26 00:00:00,36.4162019,-121.320846,1256646
"Harlingen, TX",6710 W Expy 83,Harlingen,TEXAS,78552,USA,12,250.0,14,2022-08-12 00:00:00,26.1877,-97.7563,230125
"Marinette, WI",2301 Roosevelt Rd,Marinette,WISCONSIN,54143,USA,8,250.0,186,2022-07-30 00:00:00,45.0801,-87.6621,24943
"Pigeon Forge, TN",2655 Teaster Ln,Pigeon Forge,TENNESSEE,37863,USA,12,250.0,307,2021-06-28 00:00:00,35.806348,-83.572721,33221
"Asheville, NC",800 Brevard Rd,Asheville,NORTH CAROLINA,28806,USA,12,250.0,662,2015-12-16 00:00:00,35.531391,-82.604487,70164
"Fair Play, SC",272 Herring Rd,Fair Play,SOUTH CAROLINA,29643,USA,12,250.0,237,2021-07-02 00:00:00,34.504955,-82.965706,20873
"Turlock, CA",1684 Countryside Dr,Turlock,CALIFORNIA,95380,USA,16,250.0,31,2022-08-23 00:00:00,37.508786,-120.876109,1256646
"Twinsburg, OH",2495 E Aurora Rd,Twinsburg,OHIO,44087,USA,7,250.0,314,2022-02-07 00:00:00,41.311733,-81.449531,50393
"Houston - W Alabama St, TX",1701 W Alabama St,Houston,TEXAS,77098,USA,8,250.0,15,2022-05-09 00:00:00,29.736538,-95.402318,230125
"Abingdon - Woodsdale Rd, MD",3500 Woodsdale Rd,Abingdon,MARYLAND,21009,USA,8,250.0,50,2021-11-13 00:00:00,39.46561,-76.311042,72139
"Temecula - Temecula Pkwy, CA",30515 Temecula Pkwy,Temecula,CALIFORNIA,92592,USA,8,250.0,308,2021-07-09 00:00:00,33.475122,-117.129563,1256646
"City of Industry - Gale Ave, CA",18558 Gale Ave,City of Industry,CALIFORNIA,91748,USA,20,250.0,135,2021-07-03 00:00:00,33.994605,-117.899677,1256646
"Concordia, MO",101 N Main St,Concordia,MISSOURI,64020,USA,8,250.0,232,2021-06-11 00:00:00,38.989771,-93.566975,26861
"Kyle, TX",151 Evans Drive,Kyle,TEXAS,78640,USA,16,250.0,222,2021-08-08 00:00:00,30.013004,-97.862665,230125
"Susanville, CA",900 Skyline Rd,Susanville,CALIFORNIA,96130,USA,8,250.0,1306,2021-09-29 00:00:00,40.430902,-120.657897,1256646
"Brentwood, MO",1 Brentwood Promenade Ct,Brentwood,MISSOURI,63144,USA,12,250.0,143,2021-09-30 00:00:00,38.626722,-90.344139,26861
"San Leandro, CA",1201 Marina Blvd,San Leandro,CALIFORNIA,94577,USA,12,250.0,10,2022-09-16 00:00:00,37.709813,-122.164607,1256646
"Austin - Frontage Rd, TX",9500 S IH Frontage Rd,Austin,TEXAS,78748,USA,12,250.0,194,2021-12-10 00:00:00,30.16287,-97.792063,230125
"Craig, CO",700 E Victory Way,Craig,COLORADO,81625,USA,8,250.0,1886,2021-02-12 00:00:00,40.513995,-107.538785,90083
"Chowchilla, CA",1225 East Robertson Blvd,Chowchilla,CALIFORNIA,93610,USA,12,250.0,75,2023-04-27 00:00:00,37.126287,-120.247428,1256646
"Kettleman City - Bernard Dr, CA",Bernard Dr,Kettleman City,CALIFORNIA,93239,USA,55,250.0,104,2021-11-21 00:00:00,35.9861622,-119.957565,1256646
"East Hampton, NY",8 Osborne Ln,East Hampton,NEW YORK,11937,USA,12,250.0,14,2022-03-27 00:00:00,40.965501,-72.189633,131250
"San Diego - Carmel Mountain Rd, CA",4639 Carmel Mountain Rd,San Diego,CALIFORNIA,92130,USA,24,250.0,94,2022-05-10 00:00:00,32.920824,-117.21491,1256646
"San Diego - Mission Center Rd, CA",5694 Mission Center Rd,San Diego,CALIFORNIA,92108,USA,10,250.0,21,2022-06-10 00:00:00,32.776392,-117.155136,1256646
"Oxford, NC",1015 Lewis St,Oxford,NORTH CAROLINA,27565,USA,12,250.0,138,2022-04-12 00:00:00,36.2803,-78.6047,70164
"Mt. Shasta - 111 Morgan Way, CA",111 Morgan Way,Mt. Shasta,CALIFORNIA,96067,USA,4,125.0,1066,2013-10-23 00:00:00,41.310233,-122.317278,1256646
"Bristol, VA",2415 Lee Highway,Bristol,VIRGINIA,24202,USA,8,250.0,556,2021-06-19 00:00:00,36.628538,-82.148888,84936
"Siler City, NC",1605 E 11th St,Siler City,NORTH CAROLINA,27344,USA,8,250.0,174,2021-06-24 00:00:00,35.73499,-79.442016,70164
"South Boston - Philpott Rd, VA",1007 Philpott Rd,South Boston,VIRGINIA,24592,USA,4,250.0,101,2021-07-29 00:00:00,36.68665,-78.900855,84936
"Perry, FL",2717 South Byron Butler Parkway,Perry,FLORIDA,32348,USA,8,250.0,13,2021-07-04 00:00:00,30.086266,-83.571338,254878
"Brea, CA",250 Brea Mall,Brea,CALIFORNIA,92821,USA,20,250.0,102,2021-06-28 00:00:00,33.914491,-117.883662,1256646
"Columbia, NJ",19 Simpson Rd,Columbia,NEW JERSEY,7832,USA,8,250.0,96,2021-11-16 00:00:00,40.933846,-75.100997,134753
"Elgin, IL",815 S Randall Rd,Elgin,ILLINOIS,60123,USA,12,250.0,253,2022-10-19 00:00:00,42.012497,-88.335638,99573
"Morrow, GA",1000 Southlake Cir,Morrow,GEORGIA,30260,USA,24,250.0,258,2023-04-08 00:00:00,33.5769,-84.354123,92368
"Tyngsborough, MA",440 Middlesex Rd,Tyngsborough,MASSACHUSETTS,1879,USA,12,250.0,46,2022-08-24 00:00:00,42.697265,-71.43988,73768
"Buena Park - Beach Blvd, CA",6911 Brenner Ave,Buena Park,CALIFORNIA,90621,USA,24,72.0,23,2020-06-17 00:00:00,33.86044,-117.996347,1256646
"Bel Air, MD",601 Hoagie Dr,Bel Air,MARYLAND,21014,USA,8,250.0,139,2022-02-09 00:00:00,39.568667,-76.353746,72139
"Punta Gorda, FL",26415 Indian Trail Dr,Punta Gorda,FLORIDA,33950,USA,8,250.0,5,2022-03-08 00:00:00,26.89569,-82.011268,254878
"Carlton, MN",1785 MN-210,Carlton,MINNESOTA,55718,USA,8,250.0,349,2021-08-23 00:00:00,46.664849,-92.477676,37050
"Old Bridge, NJ",1453 NJ-18,Old Bridge,NEW JERSEY,8857,USA,8,250.0,11,2022-03-23 00:00:00,40.39113,-74.340201,134753
"Woodstock, VA",111 W Reservoir Rd,Woodstock,VIRGINIA,22664,USA,8,250.0,251,2021-06-25 00:00:00,38.866754,-78.5192,84936
"South Barrington, IL",100 W Higgins Rd,South Barrington,ILLINOIS,60010,USA,12,250.0,256,2022-09-22 00:00:00,42.0748,-88.1868,99573
"Bloomington, MN",2555 W 79th St,Bloomington,MINNESOTA,55431,USA,16,250.0,254,2022-09-22 00:00:00,44.861,-93.3124,37050
"Maple Grove, MN",15300 Grove Cir N,Maple Grove,MINNESOTA,55369,USA,12,250.0,280,2022-10-06 00:00:00,45.135263,-93.474392,37050
"San Diego - University Center Lane, CA",8970 University Center Ln,San Diego,CALIFORNIA,92122,USA,7,72.0,98,2021-06-10 00:00:00,32.870556,-117.224664,1256646
"Cape Girardeau, MO",2505 Veterans Memorial Dr,Cape Girardeau,MISSOURI,63701,USA,8,250.0,170,2022-03-17 00:00:00,37.348729,-89.598272,26861
"McDonough, GA","South Point Shopping Center, 1380 GA-20 West",McDonough,GEORGIA,30253,USA,12,250.0,267,2021-07-09 00:00:00,33.425818,-84.18787,92368
"Carlsbad - Paseo Del Norte, CA",5620 Paseo Del Norte,Carlsbad,CALIFORNIA,92008,USA,16,250.0,23,2021-08-18 00:00:00,33.124351,-117.31912,1256646
"Kingston, NY",640 Washington Ave,Kingston,NEW YORK,12401,USA,8,120.0,47,2016-10-18 00:00:00,41.941916,-74.027208,131250
"Beaumont - Walden Rd, TX",5780 Walden Rd,Beaumont,TEXAS,77707,USA,12,250.0,5,2022-09-09 00:00:00,30.039029,-94.160606,230125
"Central Valley, NY",498 Red Apple Ct,Central Valley,NEW YORK,10917,USA,12,250.0,164,2023-03-28 00:00:00,41.313222,-74.125034,131250
"Round Rock, TX",110 N Interstate Hwy 35,Round Rock,TEXAS,78681,USA,16,250.0,226,2021-10-29 00:00:00,30.509711,-97.687749,230125
"Dublin, GA","2180 Us Hwy 441 South, GA-404",Dublin,GEORGIA,31021,USA,12,250.0,86,2022-09-29 00:00:00,32.490203,-82.93261,92368
