Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,Elevation_m,Open Date,Latitude,Longitude,Registration_Count
"Farmington - Hannaford Dr, ME",131 Hannaford Drive,Farmington,MAINE,4938,USA,8,250.0,115,2021-06-25 00:00:00,44.65037,-70.150196,7377
"Winchester, VA",1683 Berryville Pike,Winchester,VIRGINIA,22602,USA,8,250.0,204,2021-10-21 00:00:00,39.1881397,-78.1257883,84936
"Triadelphia - Gantzer Ridge Rd, WV",25 Gantzer Ridge Rd,Triadelphia,WEST VIRGINIA,26059,USA,8,250.0,389,2021-09-18 00:00:00,40.060289,-80.588981,2758
"Sarasota - Clark Rd, FL",5321 Clark Rd,Sarasota,FLORIDA,34233,USA,8,250.0,11,2022-06-02 00:00:00,27.270298,-82.462865,254878
"Nevada, MO",500 E Austin Blvd,Nevada,MISSOURI,64772,USA,8,250.0,263,2021-10-21 00:00:00,37.83677,-94.351404,26861
"Bemidji, MN",2000 Paul Bunyan Dr NW,Bemidji,MINNESOTA,56601,USA,8,250.0,426,2021-07-31 00:00:00,47.492201,-94.907057,37050
"Bartonsville, PA",65 PA-611,Bartonsville,PENNSYLVANIA,18321,USA,8,250.0,237,2021-08-24 00:00:00,41.001772,-75.273151,70154
"Crossville, TN",2444 Genesis Rd,Crossville,TENNESSEE,38571,USA,8,250.0,548,2021-10-16 00:00:00,35.985369,-85.010956,33221
"West Palm Beach - Florida Turnpike Service Plaza, FL",9450 Floridas Tpke,Wellington,FLORIDA,33414,USA,8,250.0,8,2021-12-01 00:00:00,26.635504,-80.174903,254878
"Portage - Westnedge Ave, MI",5121 S Westnedge Ave,Portage,MICHIGAN,49002,USA,8,250.0,260,2021-07-02 00:00:00,42.244,-85.587575,50284
"Cedar Park, TX",1001 E. Whitestone Blvd,Cedar Park,TEXAS,78613,USA,12,250.0,284,2021-12-18 00:00:00,30.525402,-97.819337,230125
"Laurel - Van Dusen Rd, MD",6901 Van Dusen Rd,Laurel,MARYLAND,20707,USA,6,250.0,88,2021-12-14 00:00:00,39.081527,-76.888961,72139
"Cincinnati, OH",4825 Marburg Ave,Cincinnati,OHIO,45209,USA,10,150.0,183,2018-12-23 00:00:00,39.162833,-84.426528,50393
"Los Angeles - Alameda St, CA",777 Alameda St,Los Angeles,CALIFORNIA,90021,USA,16,72.0,74,2020-09-17 00:00:00,34.033502,-118.240852,1256646
"Hauppauge - Motor Pkwy, NY",694 Motor Pkwy,Hauppauge,NEW YORK,11788,USA,8,250.0,38,2021-09-25 00:00:00,40.806913,-73.238313,131250
"Pompano Beach - Florida Turnpike Service Plaza, FL",MM 65 Florida's Turnpike,Pompano Beach,FLORIDA,33069,USA,8,250.0,5,2021-10-10 00:00:00,26.226546,-80.182431,254878
"Mountain Village - Mountain Village Blvd, CO",455 Mountain Village Blvd,Mountain Village,COLORADO,81435,USA,8,250.0,2903,2021-11-11 00:00:00,37.933428,-107.854146,90083
"Mountain Brook, AL",1000 Jemison Lane,Mountain Brook,ALABAMA,35223,USA,8,250.0,205,2021-11-25 00:00:00,33.486691,-86.772681,13047
"New Castle, DE",4000 N Dupont Hwy,New Castle,DELAWARE,19720,USA,8,250.0,15,2021-09-25 00:00:00,39.709271,-75.562365,8435
"Meredith, NH",81 NH-25,Meredith,NEW HAMPSHIRE,3253,USA,6,250.0,158,2022-06-30 00:00:00,43.66114,-71.493944,9861
"Union City, CA",34536 Alvarado Niles Rd,Union City,CALIFORNIA,94587,USA,12,250.0,13,2022-02-14 00:00:00,37.587128,-122.020442,1256646
"Austin - FM 969, TX",12200 FM 969,Austin,TEXAS,78724,USA,12,250.0,138,2022-01-20 00:00:00,30.254984,-97.605605,230125
"Rancho Cucamonga - Foothill Blvd, CA",12750 Foothill Blvd,Rancho Cucamonga,CALIFORNIA,91739,USA,8,250.0,368,2021-09-22 00:00:00,34.106627,-117.527064,1256646
"Roslyn Heights - Willis Ave, NY",373 Willis Ave,Roslyn Heights,NEW YORK,11577,USA,8,250.0,38,2021-07-27 00:00:00,40.77956,-73.651063,131250
"Liberty Lake (SC), WA",1805 N Pepper Ln,Liberty Lake,WASHINGTON,99019,USA,12,250.0,627,2022-03-29 00:00:00,47.673313,-117.113505,152101
"Culver City - 11924 Washington Blvd, CA",11924 Washington Blvd,Los Angeles,CALIFORNIA,90066,USA,8,250.0,17,2022-02-17 00:00:00,33.997487,-118.421155,1256646
"Orlando - Palm Pkwy, FL",8462 Palm Pkwy,Orlando,FLORIDA,32836,USA,8,250.0,34,2021-12-30 00:00:00,28.3848995,-81.5011005,254878
"Jacksonville - Wilson Blvd, FL",6787 Wilson Blvd,Jacksonville,FLORIDA,32210,USA,8,250.0,11,2022-05-26 00:00:00,30.270331,-81.756107,254878
"Hudson, NY",5805 NY-9G,Hudson,NEW YORK,12534,USA,8,250.0,70,2022-01-26 00:00:00,42.22314,-73.826845,131250
"Yuma - S Fortuna Rd, AZ",11235 S Fortuna Rd,Yuma,ARIZONA,85367,USA,16,250.0,86,2022-10-24 00:00:00,32.668143,-114.443438,89798
"Denver - Pontiac St, CO",44 N Pontiac St,Denver,COLORADO,80224,USA,16,250.0,1646,2021-10-05 00:00:00,39.717869,-104.9057064,90083
"Boca Raton, FL",6000 Glades Rd,Boca Raton,FLORIDA,33431,USA,12,250.0,5,2022-12-09 00:00:00,26.36496,-80.133209,254878
"Cordele, GA",1011 16th Ave E,Cordele,GEORGIA,31015,USA,11,250.0,103,2021-08-27 00:00:00,31.963626,-83.766165,92368
"Austin - 5601 Brodie Ln, TX",5601 Brodie Ln,Austin,TEXAS,78745,USA,8,250.0,217,2022-05-12 00:00:00,30.226235,-97.821991,230125
"Menomonie, WI",207 Pine Ave E W,Menomonie,WISCONSIN,54751,USA,8,250.0,270,2021-11-15 00:00:00,44.901325,-91.933569,24943
"Marina, CA",145 General Stillwell Dr,Marina,CALIFORNIA,93933,USA,12,250.0,24,2021-11-17 00:00:00,36.666436,-121.810168,1256646
"Cutler Bay, FL",11101 SW 184th St,Cutler Bay,FLORIDA,33157,USA,8,250.0,3,2021-10-30 00:00:00,25.598305,-80.37199,254878
"Mansfield, PA",85 West Wellsboro Street,Mansfield,PENNSYLVANIA,16933,USA,4,250.0,349,2021-08-07 00:00:00,41.8049603,-77.08515356,70154
"Chicopee, MA",650 Memorial Dr,Chicopee,MASSACHUSETTS,1020,USA,12,250.0,69,2021-10-26 00:00:00,42.174804,-72.578159,73768
"Franklin, MA",250 Franklin Village Drive,Franklin,MASSACHUSETTS,2038,USA,12,250.0,82,2021-12-13 00:00:00,42.090329,-71.424835,73768
"Adairsville, GA",7867 Adairsville Hwy,Adairsville,GEORGIA,30103,USA,8,250.0,231,2021-08-17 00:00:00,34.377883,-84.915729,92368
"Knoxville - Brookview Centre Way, TN",250 Brookview Centre Way,Knoxville,TENNESSEE,37919,USA,8,250.0,272,2021-09-22 00:00:00,35.935852,-84.004146,33221
"Beaver Dam, KY",675 Western Kentucky Pkwy,Beaver Dam,KENTUCKY,42320,USA,8,250.0,131,2021-10-20 00:00:00,37.377254,-86.82612,11617
"Morgantown - Earl L Core Rd, WV",1901 Earl L Core Rd,Morgantown,WEST VIRGINIA,26505,USA,8,250.0,261,2021-10-20 00:00:00,39.62,-79.9234,2758
"Aberdeen - Churchville Rd, MD",3710 Churchville Rd,Aberdeen,MARYLAND,21001,USA,8,250.0,88,2021-11-10 00:00:00,39.529653,-76.194605,72139
"Tomah, WI",201 Helen Walton Dr,Tomah,WISCONSIN,54660,USA,8,250.0,293,2021-11-16 00:00:00,44.018885,-90.507493,24943
"Yorba Linda, CA",18601 Yorba Linda Blvd,Yorba Linda,CALIFORNIA,92886,USA,8,250.0,121,2023-05-25 00:00:00,33.889175,-117.808082,1256646
"Richmond, KY",1013 Buc-ee's Blvd,Richmond,KENTUCKY,40475,USA,12,250.0,311,2023-04-13 00:00:00,37.67173,-84.308365,11617
"Bee Cave, TX",12770 Shops Pkwy,Bee Cave,TEXAS,78738,USA,8,250.0,263,2022-04-28 00:00:00,30.303714,-97.941726,230125
"Yemassee, SC",810 US-17,Yemassee,SOUTH CAROLINA,29945,USA,8,250.0,7,2021-08-25 00:00:00,32.634231,-80.875183,20873
"Two Harbors, MN",820 11th St,Two Harbors,MINNESOTA,55616,USA,8,250.0,222,2022-12-21 00:00:00,47.028302,-91.6808,37050
"Tillamook, OR",2325 Latimer Rd N,Tillamook,OREGON,97141,USA,12,250.0,7,2022-09-21 00:00:00,45.481359,-123.843893,64361
"Hanover, MA",1775 Washington St,Hanover,MASSACHUSETTS,2339,USA,12,250.0,33,2022-07-01 00:00:00,42.1474,-70.8432,73768
"San Diego - Scripps Poway Pkwy, CA","10555 Scripps Poway Pkwy, CA",San Diego,CALIFORNIA,92131,USA,12,250.0,187,2021-11-09 00:00:00,32.9362,-117.098848,1256646
"Sutherlin, OR",116 Clover Leaf Loop,Sutherlin,OREGON,97479,USA,51,250.0,136,2023-02-17 00:00:00,43.386902,-123.341367,64361
"Millen, GA",104 E Winthrope Ave,Millen,GEORGIA,30442,USA,8,250.0,50,2022-04-30 00:00:00,32.8032,-81.9486,92368
"Joppatowne, MD",1419 Mountain Rd,Joppatowne,MARYLAND,21085,USA,8,250.0,48,2023-05-04 00:00:00,39.440207,-76.345305,72139
"Janesville, WI",2819 N Lexington Dr,Janesville,WISCONSIN,53545,USA,8,250.0,271,2022-06-25 00:00:00,42.7176917,-88.9947624,24943
"Culver City - Washington Blvd, CA",8850 Washington Blvd,Culver City,CALIFORNIA,90232,USA,8,250.0,33,2021-09-23 00:00:00,34.027046,-118.388416,1256646
"Las Vegas - Bridger Ave, NV",701 Bridger Ave,Las Vegas,NEVADA,89101,USA,6,120.0,609,2014-02-19 00:00:00,36.165906,-115.138655,47361
"Las Vegas - High Roller at LINQ, NV",3993 Audrie St,Las Vegas,NEVADA,89109,USA,24,250.0,636,2019-07-19 00:00:00,36.11671,-115.168258,47361
"Alachua, FL",15560 NW HWY 441,Alachua,FLORIDA,32615,USA,12,250.0,20,2022-06-08 00:00:00,29.796918,-82.500844,254878
"Rocky Hill, CT",632 Cromwell Ave,Rocky Hill,CONNECTICUT,6067,USA,12,250.0,54,2022-09-09 00:00:00,41.653283,-72.679252,31557
"Leland, NC",2020 Olde Regent Way,Leland,NORTH CAROLINA,28451,USA,12,250.0,8,2022-02-24 00:00:00,34.2173,-78.0185,70164
"Appleton, WI",3801 N Richmond St,Appleton,WISCONSIN,54913,USA,8,250.0,254,2022-12-20 00:00:00,44.301045,-88.416975,24943
"Natchitoches, LA",5423 University Pkwy,Natchitoches,LOUISIANA,71457,USA,8,250.0,64,2022-06-11 00:00:00,31.724944,-93.162309,8150
"Warsaw - NC-24, NC",2669 NC-24,Warsaw,NORTH CAROLINA,28398,USA,12,250.0,47,2021-09-17 00:00:00,34.992695,-78.135604,70164
"Ypsilanti, MI",3825 Carpenter Rd,Ypsilanti,MICHIGAN,48197,USA,12,250.0,253,2022-11-03 00:00:00,42.232722,-83.678722,50284
"Ellensburg - Canyon Rd, WA",1500 Canyon Rd,Ellensburg,WASHINGTON,98926,USA,12,250.0,454,2022-04-28 00:00:00,46.978013,-120.542423,152101
"Allen, TX",939 W Stacy Rd,Allen,TEXAS,75013,USA,12,250.0,205,2022-11-30 00:00:00,33.129609,-96.673894,230125
"Freetown, MA",36 Innovation Way,Freetown,MASSACHUSETTS,2720,USA,8,250.0,47,2022-12-21 00:00:00,41.7628,-71.0955,73768
"Baton Rouge - Airline Hwy, LA",9650 Airline Hwy,Baton Rouge,LOUISIANA,70809,USA,12,250.0,14,2023-01-27 00:00:00,30.432893,-91.081966,8150
"Scottsdale - E Shea Blvd, AZ",8740 E Shea Blvd,Scottsdale,ARIZONA,85260,USA,16,250.0,419,2022-06-30 00:00:00,33.5835,-111.894,89798
"Syracuse - Destiny USA Dr, NY",1 Destiny USA Dr,Syracuse,NEW YORK,13204,USA,12,250.0,114,2022-06-30 00:00:00,43.0674,-76.1753,131250
"Verona, NY",5218 Patrick Rd,Verona,NEW YORK,13478,USA,12,250.0,160,2022-09-30 00:00:00,43.113201,-75.591176,131250
"Glendale, WI",5699 N Centerpark Way,Glendale,WISCONSIN,53217,USA,12,250.0,195,2022-09-02 00:00:00,43.121,-87.916222,24943
"Carle Place, NY",165 Old Country Rd,Carle Place,NEW YORK,11514,USA,12,250.0,27,2021-11-18 00:00:00,40.744718,-73.61626,131250
"Fort Lauderdale - East Sunrise Blvd, FL",2414 E Sunrise Blvd,Fort Lauderdale,FLORIDA,33304,USA,16,250.0,1,2022-11-26 00:00:00,26.136936,-80.113134,254878
"Abbott, TX",1197 I-35,Abbott,TEXAS,76621,USA,8,250.0,198,2021-11-24 00:00:00,31.898651,-97.091114,230125
"Lake Arrowhead, CA",28200 State Hwy 189,Lake Arrowhead,CALIFORNIA,92532,USA,8,250.0,1577,2021-11-17 00:00:00,34.250676,-117.189756,1256646
"Stockton - E Morada Ln, CA",4255 E Morada Ln,Stockton,CALIFORNIA,95212,USA,12,250.0,11,2022-02-23 00:00:00,38.039095,-121.260928,1256646
"Myrtle Creek, OR",130 Petite St,Myrtle Creek,OREGON,97457,USA,8,250.0,194,2021-10-21 00:00:00,42.97264,-123.339021,64361
"Del Valle, TX",12201 Pearce Ln,Del Valle,TEXAS,78617,USA,8,250.0,154,2022-04-01 00:00:00,30.172397,-97.630394,230125
"Troutdale, OR",450 NW 257th Way,Troutdale,OREGON,97060,USA,8,250.0,13,2022-01-23 00:00:00,45.542901,-122.38935,64361
"Bronx - Bay Plaza, NY",270 Baychester Ave,Bronx,NEW YORK,10475,USA,12,72.0,4,2019-04-11 00:00:00,40.86368,-73.82916,131250
"Beaver - 525 W, UT",1780 Littlefield Interchange,Beaver,UTAH,84713,USA,24,250.0,1792,2021-04-14 00:00:00,38.2484296,-112.6531868,39998
"New Bern, NC",2507 Dr. M.L.K. Jr Blvd,New Bern,NORTH CAROLINA,28562,USA,8,250.0,7,2021-09-04 00:00:00,35.104124,-77.080448,70164
"Fair Oaks, IN",856 N 600 E,Fair Oaks,INDIANA,47943,USA,12,250.0,209,2021-08-28 00:00:00,41.010608,-87.276583,26101
"Massapequa, NY",926 Carmans Rd,Massapequa,NEW YORK,11758,USA,8,250.0,13,2021-09-18 00:00:00,40.701916,-73.432817,131250
"St. George, SC",5920 W Jim Bilton Blvd,St. George,SOUTH CAROLINA,29477,USA,12,250.0,28,2021-09-03 00:00:00,33.195556,-80.599395,20873
"Garner, NC",5180 NC-42,Garner,NORTH CAROLINA,27529,USA,8,250.0,92,2021-09-04 00:00:00,35.608443,-78.563054,70164
"Edwards, CO",436 Edwards Access Rd,Edwards,COLORADO,81632,USA,8,250.0,2216,2021-09-04 00:00:00,39.648581,-106.587182,90083
"Lexington, SC",1123 S Lake Dr,Lexington,SOUTH CAROLINA,29073,USA,12,250.0,130,2021-09-21 00:00:00,33.9521519,-81.2326944,20873
"Garden City, NY",630 Old Country Rd,Garden City,NEW YORK,11530,USA,12,250.0,27,2021-11-04 00:00:00,40.7416044,-73.6129391,131250
"North Miami Beach, FL",14075 Biscayne Blvd,North Miami Beac,FLORIDA,33181,USA,12,250.0,2,2022-09-05 00:00:00,25.906606,-80.157279,254878
"Chesapeake, VA",101 Hillcrest Pkwy,Chesapeake,VIRGINIA,23322,USA,8,250.0,8,2021-11-24 00:00:00,36.657929,-76.224462,84936
"Halifax, NC",10401 NC-903,Halifax,NORTH CAROLINA,27839,USA,12,250.0,49,2021-09-25 00:00:00,36.366063,-77.674315,70164
"Annapolis - Buschs Frontage Rd, MD",321 Buschs Frontage Rd,Annapolis,MARYLAND,21409,USA,8,250.0,9,2023-05-09 00:00:00,39.027063,-76.455758,72139
"Bethel Park, PA",7000 Oxford Dr,Bethel Park,PENNSYLVANIA,15102,USA,8,250.0,363,2022-11-22 00:00:00,40.346018,-80.047168,70154
"Burr Ridge, IL",515 Village Center Dr,Burr Ridge,ILLINOIS,60527,USA,16,250.0,213,2022-05-24 00:00:00,41.7523,-87.9137,99573
"Hutto, TX",5000 Gattis School Rd,Hutto,TEXAS,78634,USA,12,250.0,232,2022-03-22 00:00:00,30.502813,-97.580947,230125
"Falmouth, ME",65 Gray Rd,Falmouth,MAINE,4105,USA,8,250.0,21,2022-12-10 00:00:00,43.734299,-70.293547,7377
"Algonquin, IL",400 S Randall Rd,Algonquin,ILLINOIS,60102,USA,12,250.0,277,2022-07-22 00:00:00,42.171166,-88.336632,99573
"Waterville, ME",140 Elm Plaza,Waterville,MAINE,4901,USA,12,250.0,57,2022-09-29 00:00:00,44.569032,-69.639469,7377
"Red Oak, TX",200 I- 35 Service Rd,Red Oak,TEXAS,75154,USA,16,250.0,179,2022-12-12 00:00:00,32.517,-96.8214,230125
"Huntsville, AL",5909 University Dr,Huntsville,ALABAMA,35806,USA,12,250.0,211,2022-06-14 00:00:00,34.739127,-86.666295,13047
"Fort Wayne - Illinois Rd, IN",5909 Illinois Rd,Fort Wayne,INDIANA,46804,USA,12,250.0,250,2022-06-24 00:00:00,41.07321,-85.21819,26101
"Calabasas - Commons Way, CA",4799 Commons Way,Calabasas,CALIFORNIA,91302,USA,20,250.0,292,2022-05-12 00:00:00,34.154607,-118.645367,1256646
"Saco, ME",532 Main St,Saco,MAINE,4072,USA,8,250.0,32,2023-03-07 00:00:00,43.5112,-70.4348,7377
"Scappoose, OR",52469 SE 2nd St,Scappoose,OREGON,97056,USA,4,250.0,19,2023-05-24 00:00:00,45.7562,-122.8764,64361
"Highland, CA",27961 Highland Avenue,Highland,CALIFORNIA,92346,USA,8,250.0,450,2021-09-04 00:00:00,34.135136,-117.195193,1256646
"Shenandoah, TX",10973 I-45,Shenandoah,TEXAS,77385,USA,8,250.0,43,2022-11-04 00:00:00,30.188746,-95.452171,230125
"Genoa - Wyandot Service Plaza, OH","Wyandot Service Plaza, Ohio Turnpike",Genoa,OHIO,43430,USA,8,250.0,192,2021-12-21 00:00:00,41.489964,-83.37048,50393
"Mystic, CT",12 Coogan Blvd,Mystic,CONNECTICUT,6355,USA,12,250.0,13,2022-06-01 00:00:00,41.372386,-71.956586,31557
"Lubbock (SC), TX",6544 82nd St,Lubbock,TEXAS,79424,USA,4,250.0,1001,2022-05-26 00:00:00,33.520954,-101.961588,230125
"Dallas - The Hill, TX",9740 North Central Expressway,Dallas,TEXAS,75231,USA,12,72.0,170,2018-04-19 00:00:00,32.881155,-96.769519,230125
"Bad Axe, MI",100 Pigeon Rd,Bad Axe,MICHIGAN,48413,USA,6,250.0,225,2022-08-25 00:00:00,43.82471,-83.00583,50284
"Danvers, MA",301 Newbury St,Danvers,MASSACHUSETTS,1923,USA,12,250.0,35,2023-05-19 00:00:00,42.585318,-70.96587,73768
"Tempe, AZ",5000 S Arizona Mills Cir,Tempe,ARIZONA,85282,USA,14,250.0,364,2022-07-15 00:00:00,33.381,-111.963,89798
"North Babylon, NY",1261 Deer Pk Ave,North Babylon,NEW YORK,11703,USA,12,250.0,14,2022-10-07 00:00:00,40.739557,-73.319465,131250
"Tampa - E Hillsborough Ave, FL",7408 E Hillsborough Ave,Tampa,FLORIDA,33610,USA,8,250.0,11,2022-03-29 00:00:00,27.996805,-82.372668,254878
"Tampa - East Bearss Ave, FL",804 E Bearss Ave,Tampa,FLORIDA,33613,USA,8,250.0,19,2022-08-28 00:00:00,28.088551,-82.4521,254878
"Chula Vista - Showroom Pl, CA",881 Showroom Pl,Chula Vista,CALIFORNIA,91914,USA,16,250.0,210,2023-02-21 00:00:00,32.651478,-116.954543,1256646
"Somerville, MA",779 McGrath Hwy,Somerville,MASSACHUSETTS,2145,USA,8,250.0,4,2022-03-31 00:00:00,42.390558,-71.086016,73768
"Genoa - Blue Heron Service Plaza, OH","Blue Heron Service Plaza, Ohio Turnpike",Genoa,OHIO,43430,USA,8,250.0,191,2021-12-21 00:00:00,41.490708,-83.366736,50393
"Hood River - Cascade Ave, OR",2249 Cascade Ave,Hood River,OREGON,97031,USA,8,250.0,96,2021-11-04 00:00:00,45.709603,-121.534581,64361
"St. Paul, MN",1300 University Ave W,St. Paul,MINNESOTA,55104,USA,12,250.0,284,2021-11-13 00:00:00,44.954518,-93.15492,37050
"Glendale, AZ",6755 N Sunset Blvd,Glendale,ARIZONA,85305,USA,16,250.0,326,2022-03-20 00:00:00,33.535965,-112.262776,89798
"Chugiak, AK",22211 Birchwood Loop Rd,Chugiak,ALASKA,99567,USA,8,250.0,96,2022-11-07 00:00:00,61.403462,-149.46797,2697
"North Bergen, NJ",3131 John F. Kennedy Blvd,North Bergen,NEW JERSEY,7087,USA,12,250.0,47,2022-12-22 00:00:00,40.775375,-74.034666,134753
"Needles - W Broadway St, CA",2410 W Broadway St,Needles,CALIFORNIA,92363,USA,12,250.0,155,2022-12-09 00:00:00,34.850856,-114.622865,1256646
"Melville, NY",890 Walt Whitman Rd,Melville,NEW YORK,11747,USA,10,250.0,41,2022-04-08 00:00:00,40.798738,-73.41226,131250
"Perry Hall, MD",9809 Belair Rd,Perry Hall,MARYLAND,21128,USA,8,250.0,72,2022-05-25 00:00:00,39.4189,-76.4558,72139
"Needles - E Broadway St, CA",1020 E Broadway St,Needles,CALIFORNIA,92363,USA,12,250.0,166,2023-02-27 00:00:00,34.825734,-114.594896,1256646
"Socorro, NM",1100 N California Street,Socorro,NEW MEXICO,87801,USA,8,250.0,1402,2022-08-30 00:00:00,34.071707,-106.892957,10276
"Salisbury, MD",2300 North Salisbury Blvd,Salisbury,MARYLAND,21801,USA,6,150.0,12,2014-11-08 00:00:00,38.401648,-75.564818,72139
"Needles, CA",2451 Needles Hwy,Needles,CALIFORNIA,92363,USA,4,150.0,157,2015-01-16 00:00:00,34.850835,-114.624329,1256646
"Ontario, CA",155 E C St,Ontario,CALIFORNIA,91764,USA,8,250.0,309,2022-06-14 00:00:00,34.066162,-117.65027,1256646
"Iowa City, IA",1103 N Dodge St,Iowa City,IOWA,52245,USA,8,250.0,241,2022-06-14 00:00:00,41.675785,-91.520803,9031
"Palmer, MA",1178 Thorndike St,Palmer,MASSACHUSETTS,1069,USA,12,250.0,127,2023-03-27 00:00:00,42.173452,-72.324767,73768
"Winston-Salem, NC",276 Harvey St,Winston-Salem,NORTH CAROLINA,27103,USA,12,250.0,271,2022-10-31 00:00:00,36.084444,-80.295348,70164
"Creswell, OR",365 E Oregon Ave,Creswell,OREGON,97426,USA,8,250.0,163,2023-01-24 00:00:00,43.916972,-123.013799,64361
"Mokena, IL",11305 Lincoln Hwy,Mokena,ILLINOIS,60448,USA,12,250.0,219,2023-04-28 00:00:00,41.49984,-87.88864,99573
"Pueblo, CO",301 Central Main St,Pueblo,COLORADO,81003,USA,12,250.0,1420,2022-09-28 00:00:00,38.266591,-104.609086,90083
"Aventura - Biscayne Blvd, FL",21005 Biscayne Blvd,Aventura,FLORIDA,33180,USA,8,250.0,1,2023-02-09 00:00:00,25.970508,-80.141165,254878
"Ocala - W. Silver Springs Blvd, FL",3312 W Silver Springs Blvd,Ocala,FLORIDA,34475,USA,8,250.0,22,2022-05-10 00:00:00,29.1853376,-82.1773968,254878
"Detroit, MI",1301 W 8 Mile Road,Detroit,MICHIGAN,48203,USA,12,250.0,636,2022-08-09 00:00:00,42.445534,-83.11792,50284
"Girard, OH",420 S State St,Girard,OHIO,44420,USA,8,250.0,277,2022-05-20 00:00:00,41.1493,-80.7,50393
"Boardman, OR",101 Olson Rd SE,Boardman,OREGON,97818,USA,8,250.0,93,2022-06-10 00:00:00,45.841463,-119.684207,64361
"Melville - Walt Whitman Rd, NY",1350 Walt Whitman Rd,Melville,NEW YORK,11747,USA,12,250.0,36,2022-05-19 00:00:00,40.782905,-73.42252,131250
"Memphis - North Germantown Pkwy, TN",2751 Wolf Creek Pkwy,Memphis,TENNESSEE,38133,USA,12,250.0,92,2022-08-31 00:00:00,35.202146,-89.794496,33221
"White Plains, MD",4210 Crain Hwy,White Plains,MARYLAND,20695,USA,8,250.0,62,2022-08-18 00:00:00,38.5955,-76.9372,72139
"Sturgeon Bay, WI",622 S Ashland Ave,Sturgeon Bay,WISCONSIN,54235,USA,8,250.0,217,2022-06-15 00:00:00,44.822043,-87.402726,24943
"Hickory - NC-127, NC",2631 NC-127,Hickory,NORTH CAROLINA,28602,USA,12,250.0,319,2023-05-25 00:00:00,35.692297,-81.357075,70164
"Weaverville, CA",1665 Main St,Weaverville,CALIFORNIA,96093,USA,8,250.0,606,2022-02-10 00:00:00,40.720505,-122.928071,1256646
"Chehalis, WA",700 NW Arkansas Way,Chehalis,WASHINGTON,98532,USA,8,250.0,52,2023-02-01 00:00:00,46.679783,-122.977105,152101
"Las Vegas - E Sahara Ave (SC), NV",3250 E Sahara Ave,Las Vegas,NEVADA,89104,USA,9,250.0,557,2022-05-06 00:00:00,36.145327,-115.102898,47361
"Mount Juliet, TN",50 Old Pleasant Grove Rd,Mount Juliet,TENNESSEE,37122,USA,11,250.0,204,2023-02-17 00:00:00,36.173769,-86.513564,33221
"San Diego - Genesee Ave, CA",4310 Genesee Ave,San Diego,CALIFORNIA,92117,USA,8,250.0,112,2023-01-23 00:00:00,32.821662,-117.184317,1256646
"Boone, NC",2147 Blowing Rock Rd,Boone,NORTH CAROLINA,28607,USA,12,250.0,959,2022-09-12 00:00:00,36.196087,-81.653014,70164
"Kissimmee - W Osceola Pkwy, FL",751 Centerview Blvd,Kissimmee,FLORIDA,34741,USA,16,250.0,27,2023-04-25 00:00:00,28.341509,-81.411159,254878
"Bakersfield - Copus Rd, CA",10565 Copus Rd,Kern County,CALIFORNIA,93313,USA,20,250.0,100,2021-06-30 00:00:00,35.094874,-119.040158,1256646
"Orlando - S Orange Blossom Trl, FL",8001 S Orange Blossom Trail,Orlando,FLORIDA,32809,USA,16,250.0,32,2022-10-22 00:00:00,28.448461,-81.394583,254878
"Mesquite, NV",950 W Mesquite Blvd,Mesquite,NEVADA,89027,USA,12,250.0,487,2021-10-27 00:00:00,36.802978,-114.099928,47361
"Lenox, MA",55 Pittsfield Rd,Lenox,MASSACHUSETTS,1240,USA,8,250.0,403,2022-11-19 00:00:00,42.377028,-73.277352,73768
"Jasper, FL",6723 US-129,Jasper,FLORIDA,32052,USA,8,250.0,49,2022-03-29 00:00:00,30.446647,-82.933586,254878
"Jonesboro, AR",3920 Southwest Dr,Jonesboro,ARKANSAS,72404,USA,7,250.0,124,2022-07-22 00:00:00,35.7966,-90.7307,7108
"Thomasville, NC",1810 Liberty Dr,Thomasville,NORTH CAROLINA,27360,USA,8,250.0,266,2022-07-16 00:00:00,35.855555,-80.072156,70164
"Sprague, WA",2008 Durry Rd,Sprague,WASHINGTON,99032,USA,8,250.0,581,2022-03-29 00:00:00,47.209072,-118.22589,152101
"Urbana, IL",2100 E University Ave,Urbana,ILLINOIS,61802,USA,8,250.0,223,2022-08-19 00:00:00,40.115628,-88.182804,99573
"Selma, CA",2851 Highland Ave,Selma,CALIFORNIA,93662,USA,16,250.0,94,2022-07-08 00:00:00,36.574434,-119.629402,1256646
"Rockingham, NC",1305 E Broad Ave,Rockingham,NORTH CAROLINA,27839,USA,12,250.0,81,2021-12-10 00:00:00,34.921509,-79.74772,70164
"Kenosha, WI",7145 118th Ave,Kenosha,WISCONSIN,53142,USA,12,250.0,212,2021-12-18 00:00:00,42.56911,-87.947466,24943
"Findlay, OH",1051 Interstate Ct,Findlay,OHIO,45840,USA,8,250.0,238,2021-11-13 00:00:00,41.059623,-83.671058,50393
"Denison, TX",TX-91,Denison,TEXAS,75020,USA,8,250.0,208,2021-11-24 00:00:00,33.793806,-96.554709,230125
"Normal - E College Ave, IL",1900 E College Ave,Normal,ILLINOIS,61761,USA,12,250.0,249,2021-11-18 00:00:00,40.511235,-88.947814,99573
